34277 113.25000
34278 113.25000
34285 113.25000
34287 113.25000
34303 113.25000
34310 113.25000
34311 113.25000
34311 113.25000
34370 113.37500
34370 113.37500
34397 113.25000
34401 113.25000
34418 113.37500
34427 113.37500
34460 113.37500
34464 113.50000
34467 113.50000
34491 113.37500
34503 113.37500
34521 113.37500
34532 113.37500
34591 113.37500
34608 113.50000
34610 113.50000
34659 113.37500
34676 113.25000
34743 113.37500
34750 113.37500
34759 113.50000
34802 113.50000
34802 113.50000
34806 113.50000
34806 113.50000
34817 113.25000
34822 113.37500
34909 113.37500
34918 113.37500
34924 113.50000
34992 113.37500
35008 113.37500
35043 113.25000
35045 113.25000
35058 113.37500
35063 113.25000
35119 113.12500
35119 113.12500
35122 113.12500
35152 113.12500
35156 113.00000
35164 113.37500
35203 113.25000
35207 113.12500
35256 113.12500
35261 113.12500
35272 113.12500
35304 113.12500
35333 113.12500
35407 113.12500
35407 113.12500
35445 113.12500
35453 113.12500
35485 113.12500
35485 113.25000
35499 113.25000
35500 113.25000
35510 113.25000
35512 113.25000
35532 113.12500
35554 113.25000
35554 113.25000
35559 113.25000
35596 113.25000
35627 113.25000
35667 113.25000
35709 113.12500
35737 113.25000
35737 113.25000
35739 113.25000
35760 113.25000
35781 113.25000
35805 113.25000
35858 113.12500
35871 113.25000
35895 113.12500
35939 113.25000
35969 113.12500
35974 113.12500
35974 113.12500
35995 113.12500
35996 113.12500
35996 113.12500
36018 113.12500
36030 113.12500
36032 113.12500
36079 113.12500
36089 113.12500
36107 113.12500
36107 113.12500
36139 113.00000
36148 112.87500
36152 112.87500
36161 112.87500
36168 113.00000
36188 112.87500
36191 112.87500
36194 112.87500
36206 112.87500
36206 112.87500
36229 112.87500
36240 112.87500
36242 112.87500
36249 112.87500
36250 112.87500
36290 113.00000
36305 113.00000
36383 113.00000
36383 113.00000
36428 113.00000
36429 113.00000
36499 113.00000
36504 113.00000
36508 113.00000
36533 113.00000
36546 113.00000
36627 113.00000
36628 113.00000
36632 113.00000
36655 113.00000
36737 112.87500
36807 113.00000
36823 112.87500
36823 112.87500
36827 112.87500
36827 112.87500
36836 112.87500
36995 112.87500
37010 112.87500
37019 112.87500
37020 112.87500
37024 112.87500
37035 112.87500
37037 112.87500
37057 112.87500
37064 112.87500
37107 112.87500
37130 112.87500
37266 113.00000
37266 113.00000
37269 113.00000
37270 113.00000
37270 113.00000
37304 113.00000
37314 113.00000
37335 113.00000
37335 113.00000
37382 113.00000
37484 112.87500
37493 112.87500
37525 112.87500
37525 112.87500
37548 112.87500
37558 112.87500
37562 112.87500
37570 112.87500
37610 112.87500
37618 112.87500
37628 112.87500
37718 112.87500
37733 112.87500
37832 112.87500
38094 112.87500
38117 112.75000
38123 112.75000
38123 112.75000
38126 112.75000
38128 112.75000
38136 112.75000
38136 112.75000
38175 112.75000
38280 112.87500
38313 112.87500
38402 112.75000
38423 112.75000
38475 112.75000
38475 112.75000
38482 112.75000
38489 112.75000
38514 112.62500
38518 112.62500
38547 112.62500
38547 112.62500
38732 112.62500
38735 112.62500
38779 112.50000
38785 112.50000
38787 112.50000
38804 112.50000
38832 112.50000
38848 112.50000
38854 112.50000
38854 112.50000
38856 112.50000
38887 112.37500
38892 112.50000
38950 112.37500
38965 112.37500
38966 112.37500
38972 112.37500
38992 112.37500
39002 112.37500
39013 112.37500
39136 112.37500
39161 112.37500
39182 112.37500
39197 112.37500
39263 112.50000
39263 112.50000
39277 112.37500
39336 112.50000
39337 112.50000
39427 112.50000
39513 112.50000
39517 112.50000
39533 112.50000
39542 112.50000
39547 112.50000
39547 112.50000
39595 112.37500
39610 112.37500
39614 112.37500
39628 112.50000
39638 112.37500
39677 112.50000
39683 112.50000
39800 112.50000
39828 112.50000
39931 112.37500
39960 112.50000
40120 112.50000
40120 112.37500
40171 112.50000
40176 112.37500
40219 112.50000
40225 112.50000
40225 112.50000
40226 112.50000
40266 112.50000
40280 112.50000
40304 112.50000
40336 112.50000
40348 112.50000
40377 112.62500
40390 112.62500
40395 112.62500
40415 112.62500
40474 112.75000
40477 112.75000
40502 112.62500
40555 112.50000
40556 112.62500
40622 112.75000
40664 112.75000
40667 112.75000
40696 112.75000
40776 112.75000
40819 112.75000
40916 112.75000
40936 112.75000
40959 112.75000
40959 112.75000
41044 112.75000
41044 112.75000
41049 112.62500
41049 112.75000
41072 112.75000
41086 112.75000
41102 112.75000
41142 112.75000
41147 112.75000
41208 112.75000
41232 112.75000
41234 112.62500
41280 112.75000
41283 112.62500
41291 112.75000
41333 112.75000
41699 112.62500
41703 112.75000
41703 112.75000
41708 112.75000
41788 112.75000
41805 112.75000
41849 112.75000
41890 112.75000
