  1 34236    2.586763
  1 34236    0.000000
  1 34237    0.323293
  1 34242    1.615151
  1 34246    1.291282
  1 34308   19.815274
  1 34310    0.638997
  1 34322    3.826588
  1 34344    6.990690
  1 34348    1.270221
  1 34363    4.751911
  1 34417   16.960412
  1 34417    0.000000
  1 34417    0.000000
  1 34429    3.761818
  1 34441    3.754680
  1 34463    6.859708
  1 34473    3.113140
  1 34477    1.244472
  1 34496    5.893617
  1 34496    0.000000
  1 34517    4.123987
  1 34541    4.695487
  1 34541    0.000000
  1 34592    9.899117
  1 34624    6.180566
  1 34628    0.772094
  1 34638    1.927265
  1 34687    9.372884
  1 34687    0.000000
  1 34698    2.100584
  1 34706    1.525834
  1 34724    3.423731
  1 34734    1.899184
  1 34750    3.031329
  1 34788    7.158183
  1 34807    3.051151
  1 34814    1.122927
  1 34832    2.879743
  1 34842    1.597465
  1 34856    2.231778
  1 34927   11.199604
  1 34928    0.157718
  1 34943    2.360534
  1 34969    4.075973
  1 34987    2.814389
  1 35021    5.289732
  1 35037    2.483496
  1 35066    4.482440
  1 35092    4.003672
  1 35106    2.151480
  1 35132    3.980715
  1 35140    1.223433
  1 35170    4.568254
  1 35288   17.671450
  1 35303    2.241664
  1 35368    9.626525
  1 35372    0.592074
  1 35399    3.981648
  1 35487   12.822081
  1 35694   29.338912
  1 35699    0.708205
  1 35699    0.000000
  1 35803   14.532733
  1 35808    0.698239
  1 35808    0.000000
  1 35846    5.280779
  1 35869    3.186881
  1 35872    0.415521
  1 35884    1.659546
  1 35886    0.276521
  1 35892    0.828930
  1 35901    1.241975
  1 35928    3.713214
  1 35931    0.412423
  1 35957    3.562649
  1 35957    0.000000
  1 35981    3.278717
  1 35983    0.273158
  1 35983    0.000000
  1 35983    0.000000
  1 36046    8.537296
  1 36051    0.677144
  1 36106    7.398346
  1 36122    2.148039
  1 36135    1.742517
  1 36148    1.739762
  1 36154    0.802382
  1 36179    3.333146
  1 36223    5.835335
  1 36228    0.662709
  1 36257    3.830410
  1 36599   43.421958
  1 36628    3.670083
  1 36681    6.668154
  1 36684    0.377318
  1 36684    0.000000
  1 36687    0.377193
  1 36691    0.502703
  1 36723    4.007550
  1 36777    6.723176
  1 36809    3.970392
  1 36809    0.000000
  1 36815    0.743969
  1 36815    0.000000
  1 36890    9.225657
  1 36902    1.474237
  1 36912    1.227238
  1 36926    1.715608
  1 36968    5.124298
  1 36992    2.920890
  1 37023    3.760772
  1 37050    3.266457
  1 37051    0.120968
  1 37161   13.159367
  1 37202    4.884904
  1 37202    0.000000
  1 37204    0.238241
  1 37205    0.119109
  1 37218    1.546425
  1 37237    2.255937
  1 37250    1.541569
  1 37337   10.229948
  1 37343    0.705107
  1 37402    6.894672
  1 37420    2.099884
  1 37491    8.228050
  1 37498    0.810690
  1 37501    0.347342
  1 37502    0.115770
  1 37517    1.734145
  1 37521    0.462268
  1 37560    4.491020
  1 37622    7.099563
  1 37622    0.000000
  1 37622    0.000000
